Epoch,Train_Loss_Wording,Train_Loss_Content,Test_Loss_Wording,Test_Loss_Content
1,0.6709528399838341,0.33619167606035866,0.5813485980033875,0.2718866467475891
2,0.5818422039349874,0.2983702609936396,0.5704996585845947,0.2849768102169037
3,0.5634360320038265,0.277423561612765,0.5236839056015015,0.2577272951602936
4,0.5351148181491427,0.2622954613632626,0.5131088495254517,0.2680164873600006
5,0.5379576530721453,0.26530260609255896,0.5204914212226868,0.2621000409126282
6,0.5142967061864006,0.2530870485636923,0.505529522895813,0.2570923864841461
7,0.499938545955552,0.2494064484205511,0.5179821848869324,0.24614442884922028
8,0.5017831295728683,0.2506726009150346,0.48755231499671936,0.2528514266014099
9,0.48984516196780736,0.2440018132328987,0.4789828658103943,0.23973965644836426
10,0.4891102789176835,0.2450904799832238,0.504879355430603,0.272944837808609
11,0.4940722720490562,0.24496719108687506,0.47563984990119934,0.24739207327365875
12,0.4665773176484638,0.23326375037431718,0.4557717740535736,0.2401953786611557
13,0.46734131971995035,0.2365495729777548,0.46236079931259155,0.2357771396636963
14,0.4710625661744012,0.2371718495256371,0.48479780554771423,0.23707379400730133
15,0.46328664554489984,0.2319159933262401,0.44586747884750366,0.2408342808485031
16,0.46175275064176985,0.23146447489658992,0.4708620309829712,0.23621346056461334
17,0.46225623455312514,0.23378278033600913,0.45355355739593506,0.23455509543418884
18,0.45000751316547394,0.22827401045295928,0.4534405469894409,0.2672642767429352
19,0.4458814321292771,0.22584136459562515,0.4590432643890381,0.23921112716197968
20,0.4424161202377743,0.22540246430370542,0.47055408358573914,0.2453288435935974
21,0.442547540863355,0.2268116702636083,0.47084444761276245,0.23295478522777557
22,0.4314272277885013,0.22085698859559166,0.5033242106437683,0.2556677758693695
23,0.44916090071201326,0.22413356229662895,0.44857287406921387,0.2619931101799011
24,0.42899774246745637,0.2211858222881953,0.4895789325237274,0.2313486486673355
25,0.4231026548478338,0.21527783241536882,0.4562537670135498,0.23104846477508545
26,0.43233794818321863,0.22709160877598655,0.45216822624206543,0.23997685313224792
27,0.4113414564066463,0.21373538275559742,0.4346824586391449,0.22535569965839386
28,0.42330545087655386,0.22017956202228864,0.4594801962375641,0.23782318830490112
29,0.4160358092851109,0.21474048677417967,0.4732295274734497,0.2353724241256714
30,0.41046748293770685,0.2105160759554969,0.4373404383659363,0.22363068163394928
31,0.40497826900747086,0.2122898613413175,0.41670697927474976,0.22477036714553833
32,0.41950951748424103,0.2141454307569398,0.43399742245674133,0.22546447813510895
33,0.4077474425236384,0.2147113375365734,0.4896838963031769,0.2305951863527298
34,0.4180845469236374,0.21460499697261387,0.4733451008796692,0.23583126068115234
35,0.42070651766326694,0.21515174864066972,0.4447227418422699,0.22654803097248077
36,0.40730331970585715,0.20745495615733994,0.4220542311668396,0.21975579857826233
37,0.4151580032375124,0.20942495688796042,0.5749159455299377,0.2615380585193634
38,0.39761692186196645,0.20791365255912145,0.41686898469924927,0.22030501067638397
39,0.3930497904618581,0.20644746571779252,0.42920994758605957,0.23204083740711212
40,0.3973474474416839,0.20398834521571796,0.42191654443740845,0.22051681578159332
41,0.3989254598816236,0.20485875962509048,0.41253340244293213,0.22028259932994843
42,0.39065713104274535,0.20385523753033744,0.4175523817539215,0.22037918865680695
43,0.4134556927614742,0.20617616168326802,0.439590185880661,0.23846453428268433
44,0.4006451583570904,0.20522701988617578,0.46457958221435547,0.2417200356721878
45,0.4005144135819541,0.20507552516129282,0.4311715066432953,0.2195197343826294
46,0.3947858487566312,0.20293495514326626,0.4250629246234894,0.21533098816871643
47,0.3840423862139384,0.19936519215504328,0.45020565390586853,0.22086484730243683
48,0.38839124391476315,0.2027567916446262,0.4496864080429077,0.25639602541923523
49,0.3978826062546836,0.20261545760764016,0.44271835684776306,0.21512417495250702
50,0.3893253637684716,0.20607343837618827,0.43109530210494995,0.22403565049171448
51,0.3877541744046741,0.20417311497860485,0.4301794767379761,0.23903511464595795
52,0.37135025560855867,0.1953136780195766,0.4345279633998871,0.215566024184227
53,0.37940397957960764,0.1964138480524222,0.5048546195030212,0.23339512944221497
54,0.376705934604009,0.1964799880153603,0.42954719066619873,0.21626296639442444
55,0.3790327979458703,0.20015047763784727,0.46436628699302673,0.2233462929725647
56,0.3789611968729231,0.19796496224072244,0.40267467498779297,0.22147236764431
57,0.37263572497500314,0.1961927716102865,0.4135812222957611,0.23533867299556732
58,0.37495199061102336,0.19617044412427478,0.43775615096092224,0.2182639092206955
59,0.37267882774273553,0.19350329745146963,0.4026826024055481,0.2133208066225052
60,0.3801390219065878,0.1960089583363798,0.4424830973148346,0.22665338218212128
61,0.37417538911104203,0.19522312879562378,0.4240443706512451,0.22161489725112915
62,0.3857823580503464,0.19697901755571365,0.46937477588653564,0.21919141709804535
63,0.37834519247214,0.1996503558423784,0.4116947650909424,0.217981219291687
64,0.3580334446496434,0.1894758727815416,0.4000203609466553,0.22583183646202087
65,0.36328781329923204,0.19141291189524862,0.42971697449684143,0.22181665897369385
66,0.3541334938671854,0.18975497095121277,0.4149392247200012,0.21661299467086792
67,0.36242454399665197,0.1916094812254111,0.48206114768981934,0.25213900208473206
68,0.3626282251543469,0.19087224528193475,0.40011483430862427,0.22565527260303497
69,0.3688813159863154,0.192380220691363,0.41186487674713135,0.2279113531112671
70,0.3547745199667083,0.1898101086417834,0.45864278078079224,0.23034551739692688
71,0.35327469011147816,0.1910105528930823,0.394588440656662,0.21972420811653137
72,0.35427203128735224,0.19380590087837643,0.444242388010025,0.2228868454694748
73,0.3566299652059873,0.186458083987236,0.4043672978878021,0.2260943204164505
74,0.3649328268236584,0.19333259206679132,0.3971668779850006,0.22553202509880066
75,0.3482931501335568,0.18539179257220692,0.4388798177242279,0.253656804561615
76,0.3494022417399618,0.18603400182392862,0.40798690915107727,0.21534603834152222
77,0.35465724567572277,0.1885351150400109,0.4036894142627716,0.21903042495250702
78,0.35004237426651846,0.188826116008891,0.39688754081726074,0.22050604224205017
79,0.3471518642372555,0.18273661037286124,0.40455788373947144,0.2195759117603302
80,0.3524240326550272,0.18635056068499883,0.4634898900985718,0.23413200676441193
81,0.3573828000161383,0.18820558248294725,0.39868810772895813,0.21506792306900024
82,0.3468092183272044,0.18265891050299007,0.43033283948898315,0.21800623834133148
83,0.33515672617488435,0.18312258389261032,0.4664596915245056,0.21663972735404968
84,0.3415704369544983,0.18418077818221515,0.49218863248825073,0.2185899317264557
85,0.34907626211643217,0.1822597749531269,0.39483487606048584,0.21583832800388336
86,0.3381500770648321,0.18389313485887315,0.4078756272792816,0.2304091602563858
87,0.33791121161646315,0.18476750602324804,0.4060492217540741,0.2175859957933426
88,0.35274883210659025,0.18439177473386129,0.4318135678768158,0.22571957111358643
89,0.3457706694801648,0.1798806725276841,0.4209880828857422,0.21588735282421112
90,0.3411775920126173,0.18102778552307022,0.39484140276908875,0.22450216114521027
91,0.3249163841207822,0.17746190304557483,0.4066866934299469,0.2276611328125
92,0.3303286131885317,0.1772100358373589,0.4439874291419983,0.2192104160785675
93,0.3349874272942543,0.1790950737065739,0.4249935448169708,0.22381876409053802
94,0.3291324042611652,0.18003379354874294,0.39562633633613586,0.23183241486549377
95,0.341679109301832,0.17637356966733933,0.4258943498134613,0.21769514679908752
96,0.3266750749614504,0.17582633619507154,0.4029271602630615,0.2259015440940857
97,0.3258538156747818,0.17632976008786094,0.423637717962265,0.22644758224487305
98,0.33192725363704895,0.17859396189451218,0.39977318048477173,0.21243543922901154
99,0.33145509941710366,0.17713382235831684,0.4023997187614441,0.21746112406253815
100,0.33152892175647947,0.18010613992810248,0.42142000794410706,0.22098833322525024
